,Latitude,Longitude,Month,Day,DOW,Thefts 
61,43.6680536711,-79.339396983,5,14,Saturday,1
61,43.6680536711,-79.339396983,6,20,Friday,1
61,43.6680536711,-79.339396983,7,12,Saturday,1
61,43.6680536711,-79.339396983,7,18,Friday,1
62,43.6591290436,-79.4428104295,4,4,Saturday,1
62,43.6591290436,-79.4428104295,5,27,Wednesday,2
62,43.6591290436,-79.4428104295,6,19,Monday,1
62,43.6591290436,-79.4428104295,7,16,Tuesday,1
62,43.6591290436,-79.4428104295,7,20,Monday,1
62,43.6591290436,-79.4428104295,7,24,Tuesday,1
62,43.6591290436,-79.4428104295,9,2,Wednesday,1
62,43.6591290436,-79.4428104295,9,15,Friday,1
62,43.6591290436,-79.4428104295,9,17,Sunday,1
62,43.6591290436,-79.4428104295,9,18,Thursday,1
62,43.6591290436,-79.4428104295,9,19,Saturday,1
62,43.6591290436,-79.4428104295,9,24,Monday,1
62,43.6591290436,-79.4428104295,10,3,Saturday,1
63,43.6461537935,-79.3889314921,1,5,Tuesday,1
63,43.6461537935,-79.3889314921,1,18,Thursday,1
63,43.6461537935,-79.3889314921,2,24,Monday,1
63,43.6461537935,-79.3889314921,2,25,Thursday,1
63,43.6461537935,-79.3889314921,3,1,Tuesday,1
63,43.6461537935,-79.3889314921,3,21,Tuesday,1
63,43.6461537935,-79.3889314921,4,13,Saturday,1
63,43.6461537935,-79.3889314921,4,15,Saturday,1
63,43.6461537935,-79.3889314921,4,18,Tuesday,1
63,43.6461537935,-79.3889314921,4,20,Sunday,1
63,43.6461537935,-79.3889314921,4,30,Saturday,1
63,43.6461537935,-79.3889314921,5,1,Sunday,1
63,43.6461537935,-79.3889314921,5,1,Tuesday,1
63,43.6461537935,-79.3889314921,5,10,Thursday,1
63,43.6461537935,-79.3889314921,5,12,Tuesday,1
63,43.6461537935,-79.3889314921,5,15,Monday,1
63,43.6461537935,-79.3889314921,5,19,Saturday,1
63,43.6461537935,-79.3889314921,5,19,Tuesday,1
63,43.6461537935,-79.3889314921,5,20,Monday,1
63,43.6461537935,-79.3889314921,5,23,Monday,1
63,43.6461537935,-79.3889314921,5,25,Saturday,1
63,43.6461537935,-79.3889314921,5,26,Friday,1
63,43.6461537935,-79.3889314921,5,28,Monday,2
63,43.6461537935,-79.3889314921,5,31,Tuesday,1
63,43.6461537935,-79.3889314921,6,7,Saturday,1
63,43.6461537935,-79.3889314921,6,8,Wednesday,1
63,43.6461537935,-79.3889314921,6,11,Tuesday,1
63,43.6461537935,-79.3889314921,6,12,Thursday,1
63,43.6461537935,-79.3889314921,6,12,Tuesday,1
63,43.6461537935,-79.3889314921,6,15,Sunday,1
63,43.6461537935,-79.3889314921,6,17,Friday,1
63,43.6461537935,-79.3889314921,6,30,Monday,1
63,43.6461537935,-79.3889314921,7,3,Thursday,1
63,43.6461537935,-79.3889314921,7,4,Tuesday,1
63,43.6461537935,-79.3889314921,7,9,Tuesday,1
63,43.6461537935,-79.3889314921,7,10,Monday,1
63,43.6461537935,-79.3889314921,7,10,Sunday,1
63,43.6461537935,-79.3889314921,7,12,Friday,1
63,43.6461537935,-79.3889314921,7,13,Saturday,1
63,43.6461537935,-79.3889314921,7,22,Sunday,1
63,43.6461537935,-79.3889314921,7,23,Saturday,3
63,43.6461537935,-79.3889314921,7,26,Tuesday,3
63,43.6461537935,-79.3889314921,8,4,Tuesday,1
63,43.6461537935,-79.3889314921,8,5,Wednesday,1
63,43.6461537935,-79.3889314921,8,8,Tuesday,1
63,43.6461537935,-79.3889314921,8,12,Wednesday,1
63,43.6461537935,-79.3889314921,8,22,Friday,1
63,43.6461537935,-79.3889314921,8,28,Monday,1
63,43.6461537935,-79.3889314921,8,29,Monday,2
63,43.6461537935,-79.3889314921,8,29,Thursday,1
63,43.6461537935,-79.3889314921,8,30,Tuesday,1
63,43.6461537935,-79.3889314921,9,3,Sunday,1
63,43.6461537935,-79.3889314921,9,4,Friday,1
63,43.6461537935,-79.3889314921,9,10,Saturday,2
63,43.6461537935,-79.3889314921,9,13,Friday,1
63,43.6461537935,-79.3889314921,9,13,Saturday,1
63,43.6461537935,-79.3889314921,9,15,Tuesday,1
63,43.6461537935,-79.3889314921,9,25,Thursday,1
63,43.6461537935,-79.3889314921,9,28,Thursday,1
63,43.6461537935,-79.3889314921,10,1,Sunday,2
63,43.6461537935,-79.3889314921,10,1,Wednesday,1
63,43.6461537935,-79.3889314921,10,6,Tuesday,1
63,43.6461537935,-79.3889314921,10,16,Wednesday,1
63,43.6461537935,-79.3889314921,10,18,Friday,1
63,43.6461537935,-79.3889314921,10,19,Wednesday,1
63,43.6461537935,-79.3889314921,10,24,Wednesday,1
63,43.6461537935,-79.3889314921,10,30,Monday,1
63,43.6461537935,-79.3889314921,10,30,Tuesday,1
63,43.6461537935,-79.3889314921,11,2,Monday,1
63,43.6461537935,-79.3889314921,11,6,Wednesday,1
63,43.6461537935,-79.3889314921,11,7,Monday,1
63,43.6461537935,-79.3889314921,11,8,Tuesday,1
63,43.6461537935,-79.3889314921,11,13,Thursday,1
63,43.6461537935,-79.3889314921,11,15,Thursday,1
63,43.6461537935,-79.3889314921,11,24,Friday,2
63,43.6461537935,-79.3889314921,11,28,Thursday,1
64,43.6575126332,-79.3802376739,4,8,Tuesday,1
64,43.6575126332,-79.3802376739,4,24,Monday,1
64,43.6575126332,-79.3802376739,4,24,Sunday,1
64,43.6575126332,-79.3802376739,4,25,Thursday,1
64,43.6575126332,-79.3802376739,5,16,Friday,1
64,43.6575126332,-79.3802376739,5,27,Tuesday,1
64,43.6575126332,-79.3802376739,6,11,Wednesday,1
64,43.6575126332,-79.3802376739,6,16,Tuesday,1
64,43.6575126332,-79.3802376739,6,22,Sunday,1
64,43.6575126332,-79.3802376739,6,29,Friday,1
64,43.6575126332,-79.3802376739,7,14,Saturday,1
64,43.6575126332,-79.3802376739,7,14,Sunday,1
64,43.6575126332,-79.3802376739,8,16,Thursday,1
64,43.6575126332,-79.3802376739,8,22,Monday,1
64,43.6575126332,-79.3802376739,8,27,Thursday,1
64,43.6575126332,-79.3802376739,9,9,Monday,2
64,43.6575126332,-79.3802376739,9,11,Thursday,1
64,43.6575126332,-79.3802376739,9,17,Monday,1
64,43.6575126332,-79.3802376739,10,15,Thursday,1
64,43.6575126332,-79.3802376739,11,29,Wednesday,1
65,43.6393807611,-79.3987871032,1,20,Friday,1
65,43.6393807611,-79.3987871032,1,20,Sunday,1
65,43.6393807611,-79.3987871032,1,25,Saturday,1
65,43.6393807611,-79.3987871032,2,3,Sunday,1
65,43.6393807611,-79.3987871032,2,5,Wednesday,1
65,43.6393807611,-79.3987871032,2,6,Friday,1
65,43.6393807611,-79.3987871032,2,8,Friday,1
65,43.6393807611,-79.3987871032,3,18,Friday,1
65,43.6393807611,-79.3987871032,3,18,Sunday,1
65,43.6393807611,-79.3987871032,3,19,Monday,1
65,43.6393807611,-79.3987871032,3,20,Tuesday,1
65,43.6393807611,-79.3987871032,3,24,Tuesday,1
65,43.6393807611,-79.3987871032,3,30,Friday,1
65,43.6393807611,-79.3987871032,4,3,Tuesday,1
65,43.6393807611,-79.3987871032,4,3,Wednesday,1
65,43.6393807611,-79.3987871032,4,10,Wednesday,1
65,43.6393807611,-79.3987871032,4,18,Saturday,1
65,43.6393807611,-79.3987871032,4,23,Thursday,1
65,43.6393807611,-79.3987871032,4,24,Tuesday,1
65,43.6393807611,-79.3987871032,4,25,Saturday,1
65,43.6393807611,-79.3987871032,4,29,Wednesday,1
65,43.6393807611,-79.3987871032,5,2,Wednesday,1
65,43.6393807611,-79.3987871032,5,10,Wednesday,1
65,43.6393807611,-79.3987871032,5,18,Saturday,1
65,43.6393807611,-79.3987871032,5,18,Thursday,1
65,43.6393807611,-79.3987871032,5,20,Friday,1
65,43.6393807611,-79.3987871032,5,21,Thursday,1
65,43.6393807611,-79.3987871032,5,27,Friday,1
65,43.6393807611,-79.3987871032,5,30,Monday,1
65,43.6393807611,-79.3987871032,6,2,Saturday,1
65,43.6393807611,-79.3987871032,6,3,Sunday,1
65,43.6393807611,-79.3987871032,6,5,Tuesday,1
65,43.6393807611,-79.3987871032,6,7,Friday,1
65,43.6393807611,-79.3987871032,6,7,Sunday,1
65,43.6393807611,-79.3987871032,6,9,Tuesday,1
65,43.6393807611,-79.3987871032,6,13,Wednesday,1
65,43.6393807611,-79.3987871032,6,14,Friday,1
65,43.6393807611,-79.3987871032,6,20,Tuesday,1
65,43.6393807611,-79.3987871032,6,23,Friday,1
65,43.6393807611,-79.3987871032,6,25,Saturday,1
65,43.6393807611,-79.3987871032,6,25,Tuesday,1
65,43.6393807611,-79.3987871032,6,26,Friday,1
65,43.6393807611,-79.3987871032,7,4,Saturday,1
65,43.6393807611,-79.3987871032,7,7,Friday,1
65,43.6393807611,-79.3987871032,7,8,Wednesday,2
65,43.6393807611,-79.3987871032,7,11,Wednesday,1
65,43.6393807611,-79.3987871032,7,12,Wednesday,1
65,43.6393807611,-79.3987871032,7,14,Tuesday,1
65,43.6393807611,-79.3987871032,7,15,Saturday,2
65,43.6393807611,-79.3987871032,7,19,Tuesday,1
65,43.6393807611,-79.3987871032,7,21,Friday,1
65,43.6393807611,-79.3987871032,7,22,Monday,1
65,43.6393807611,-79.3987871032,7,26,Thursday,1
65,43.6393807611,-79.3987871032,7,27,Saturday,2
65,43.6393807611,-79.3987871032,7,28,Sunday,1
65,43.6393807611,-79.3987871032,8,9,Friday,1
65,43.6393807611,-79.3987871032,8,14,Sunday,2
65,43.6393807611,-79.3987871032,8,15,Monday,2
65,43.6393807611,-79.3987871032,8,17,Friday,1
65,43.6393807611,-79.3987871032,8,18,Saturday,1
65,43.6393807611,-79.3987871032,8,19,Sunday,1
65,43.6393807611,-79.3987871032,8,22,Wednesday,1
65,43.6393807611,-79.3987871032,8,23,Thursday,1
65,43.6393807611,-79.3987871032,8,25,Friday,1
65,43.6393807611,-79.3987871032,8,27,Monday,2
65,43.6393807611,-79.3987871032,8,28,Tuesday,1
65,43.6393807611,-79.3987871032,8,30,Sunday,1
65,43.6393807611,-79.3987871032,9,1,Friday,1
65,43.6393807611,-79.3987871032,9,1,Tuesday,1
65,43.6393807611,-79.3987871032,9,5,Thursday,2
65,43.6393807611,-79.3987871032,9,6,Sunday,1
65,43.6393807611,-79.3987871032,9,7,Monday,2
65,43.6393807611,-79.3987871032,9,8,Tuesday,1
65,43.6393807611,-79.3987871032,9,9,Friday,1
65,43.6393807611,-79.3987871032,9,10,Sunday,1
65,43.6393807611,-79.3987871032,9,10,Wednesday,1
65,43.6393807611,-79.3987871032,9,20,Sunday,1
65,43.6393807611,-79.3987871032,9,24,Thursday,1
65,43.6393807611,-79.3987871032,9,26,Wednesday,1
65,43.6393807611,-79.3987871032,10,1,Thursday,1
65,43.6393807611,-79.3987871032,10,6,Tuesday,1
65,43.6393807611,-79.3987871032,10,7,Wednesday,1
65,43.6393807611,-79.3987871032,10,9,Friday,1
65,43.6393807611,-79.3987871032,10,12,Saturday,1
65,43.6393807611,-79.3987871032,11,5,Tuesday,1
65,43.6393807611,-79.3987871032,11,7,Thursday,1
65,43.6393807611,-79.3987871032,11,13,Sunday,1
65,43.6393807611,-79.3987871032,11,16,Monday,1
65,43.6393807611,-79.3987871032,11,20,Monday,2
65,43.6393807611,-79.3987871032,12,1,Saturday,2
65,43.6393807611,-79.3987871032,12,9,Wednesday,1
65,43.6393807611,-79.3987871032,12,27,Thursday,1
66,43.6649358895,-79.454219318,6,18,Saturday,1
66,43.6649358895,-79.454219318,6,20,Saturday,1
66,43.6649358895,-79.454219318,7,3,Friday,1
66,43.6649358895,-79.454219318,10,13,Saturday,1
66,43.6649358895,-79.454219318,10,31,Tuesday,1
67,43.670400436,-79.3872300479,1,21,Saturday,1
67,43.670400436,-79.3872300479,1,22,Friday,1
67,43.670400436,-79.3872300479,2,25,Tuesday,1
67,43.670400436,-79.3872300479,2,28,Tuesday,1
67,43.670400436,-79.3872300479,3,21,Monday,1
67,43.670400436,-79.3872300479,3,26,Tuesday,1
67,43.670400436,-79.3872300479,3,29,Tuesday,1
67,43.670400436,-79.3872300479,4,7,Thursday,1
67,43.670400436,-79.3872300479,4,7,Tuesday,2
67,43.670400436,-79.3872300479,4,21,Saturday,1
67,43.670400436,-79.3872300479,4,23,Thursday,1
67,43.670400436,-79.3872300479,4,28,Thursday,1
67,43.670400436,-79.3872300479,5,1,Tuesday,1
67,43.670400436,-79.3872300479,5,2,Thursday,1
67,43.670400436,-79.3872300479,5,3,Friday,1
67,43.670400436,-79.3872300479,5,8,Tuesday,1
67,43.670400436,-79.3872300479,5,14,Monday,1
67,43.670400436,-79.3872300479,5,17,Friday,1
67,43.670400436,-79.3872300479,5,17,Wednesday,1
67,43.670400436,-79.3872300479,5,18,Saturday,1
67,43.670400436,-79.3872300479,5,19,Friday,1
67,43.670400436,-79.3872300479,5,20,Wednesday,1
67,43.670400436,-79.3872300479,5,23,Thursday,1
67,43.670400436,-79.3872300479,5,23,Wednesday,1
67,43.670400436,-79.3872300479,5,28,Monday,1
67,43.670400436,-79.3872300479,6,5,Thursday,1
67,43.670400436,-79.3872300479,6,5,Wednesday,1
67,43.670400436,-79.3872300479,6,6,Thursday,1
67,43.670400436,-79.3872300479,6,11,Saturday,1
67,43.670400436,-79.3872300479,6,15,Monday,1
67,43.670400436,-79.3872300479,6,16,Monday,1
67,43.670400436,-79.3872300479,6,16,Thursday,1
67,43.670400436,-79.3872300479,6,18,Monday,2
67,43.670400436,-79.3872300479,6,19,Friday,1
67,43.670400436,-79.3872300479,6,21,Saturday,1
67,43.670400436,-79.3872300479,6,22,Friday,1
67,43.670400436,-79.3872300479,6,24,Friday,1
67,43.670400436,-79.3872300479,6,24,Monday,1
67,43.670400436,-79.3872300479,6,25,Wednesday,1
67,43.670400436,-79.3872300479,6,27,Tuesday,1
67,43.670400436,-79.3872300479,6,28,Thursday,2
67,43.670400436,-79.3872300479,6,29,Monday,2
67,43.670400436,-79.3872300479,6,29,Sunday,1
67,43.670400436,-79.3872300479,7,1,Wednesday,1
67,43.670400436,-79.3872300479,7,4,Friday,1
67,43.670400436,-79.3872300479,7,13,Friday,1
67,43.670400436,-79.3872300479,7,16,Wednesday,1
67,43.670400436,-79.3872300479,7,17,Friday,1
67,43.670400436,-79.3872300479,7,19,Sunday,1
67,43.670400436,-79.3872300479,7,21,Saturday,1
67,43.670400436,-79.3872300479,7,22,Tuesday,1
67,43.670400436,-79.3872300479,7,24,Friday,1
67,43.670400436,-79.3872300479,7,25,Monday,1
67,43.670400436,-79.3872300479,7,25,Tuesday,1
67,43.670400436,-79.3872300479,7,25,Wednesday,1
67,43.670400436,-79.3872300479,7,26,Friday,2
67,43.670400436,-79.3872300479,7,26,Saturday,1
67,43.670400436,-79.3872300479,7,26,Tuesday,1
67,43.670400436,-79.3872300479,7,28,Friday,2
67,43.670400436,-79.3872300479,7,28,Monday,1
67,43.670400436,-79.3872300479,7,28,Sunday,2
67,43.670400436,-79.3872300479,7,29,Wednesday,1
67,43.670400436,-79.3872300479,7,30,Wednesday,1
67,43.670400436,-79.3872300479,8,3,Monday,1
67,43.670400436,-79.3872300479,8,3,Saturday,1
67,43.670400436,-79.3872300479,8,7,Friday,1
67,43.670400436,-79.3872300479,8,7,Tuesday,2
67,43.670400436,-79.3872300479,8,8,Thursday,1
67,43.670400436,-79.3872300479,8,8,Tuesday,2
67,43.670400436,-79.3872300479,8,9,Thursday,1
67,43.670400436,-79.3872300479,8,11,Saturday,1
67,43.670400436,-79.3872300479,8,13,Tuesday,1
67,43.670400436,-79.3872300479,8,15,Friday,1
67,43.670400436,-79.3872300479,8,17,Wednesday,1
67,43.670400436,-79.3872300479,8,18,Friday,2
67,43.670400436,-79.3872300479,8,19,Wednesday,1
67,43.670400436,-79.3872300479,8,20,Tuesday,1
67,43.670400436,-79.3872300479,8,21,Friday,2
67,43.670400436,-79.3872300479,8,22,Saturday,1
67,43.670400436,-79.3872300479,8,27,Thursday,1
67,43.670400436,-79.3872300479,8,28,Friday,1
67,43.670400436,-79.3872300479,8,29,Monday,1
67,43.670400436,-79.3872300479,8,30,Sunday,1
67,43.670400436,-79.3872300479,8,30,Thursday,1
67,43.670400436,-79.3872300479,9,8,Saturday,1
67,43.670400436,-79.3872300479,9,8,Sunday,1
67,43.670400436,-79.3872300479,9,9,Wednesday,1
67,43.670400436,-79.3872300479,9,11,Monday,1
67,43.670400436,-79.3872300479,9,13,Tuesday,2
67,43.670400436,-79.3872300479,9,13,Wednesday,1
67,43.670400436,-79.3872300479,9,16,Friday,1
67,43.670400436,-79.3872300479,9,18,Wednesday,1
67,43.670400436,-79.3872300479,9,20,Wednesday,1
67,43.670400436,-79.3872300479,9,21,Wednesday,2
67,43.670400436,-79.3872300479,9,22,Friday,1
67,43.670400436,-79.3872300479,9,22,Thursday,1
67,43.670400436,-79.3872300479,9,24,Monday,1
67,43.670400436,-79.3872300479,9,25,Wednesday,1
67,43.670400436,-79.3872300479,9,29,Tuesday,1
67,43.670400436,-79.3872300479,10,4,Friday,2
67,43.670400436,-79.3872300479,10,5,Sunday,1
67,43.670400436,-79.3872300479,10,8,Thursday,1
67,43.670400436,-79.3872300479,10,8,Tuesday,2
67,43.670400436,-79.3872300479,10,10,Saturday,1
67,43.670400436,-79.3872300479,10,11,Saturday,1
67,43.670400436,-79.3872300479,10,19,Thursday,1
67,43.670400436,-79.3872300479,10,25,Sunday,1
67,43.670400436,-79.3872300479,10,28,Wednesday,1
67,43.670400436,-79.3872300479,10,29,Monday,1
67,43.670400436,-79.3872300479,11,2,Friday,1
67,43.670400436,-79.3872300479,11,5,Monday,1
67,43.670400436,-79.3872300479,11,9,Saturday,1
67,43.670400436,-79.3872300479,11,11,Tuesday,1
67,43.670400436,-79.3872300479,11,16,Thursday,1
67,43.670400436,-79.3872300479,11,23,Saturday,1
67,43.670400436,-79.3872300479,11,26,Sunday,1
67,43.670400436,-79.3872300479,12,4,Wednesday,1
67,43.670400436,-79.3872300479,12,8,Tuesday,2
67,43.670400436,-79.3872300479,12,10,Thursday,1
67,43.670400436,-79.3872300479,12,23,Wednesday,1
68,43.7004743322,-79.3973815441,2,25,Tuesday,1
68,43.7004743322,-79.3973815441,3,10,Monday,1
68,43.7004743322,-79.3973815441,7,21,Sunday,1
68,43.7004743322,-79.3973815441,8,6,Wednesday,1
68,43.7004743322,-79.3973815441,8,20,Thursday,2
68,43.7004743322,-79.3973815441,8,22,Tuesday,1
68,43.7004743322,-79.3973815441,9,19,Saturday,3
68,43.7004743322,-79.3973815441,9,21,Monday,2
69,43.6405581342,-79.3941963993,1,12,Saturday,1
69,43.6405581342,-79.3941963993,3,19,Saturday,1
69,43.6405581342,-79.3941963993,3,22,Tuesday,1
69,43.6405581342,-79.3941963993,4,12,Thursday,1
69,43.6405581342,-79.3941963993,4,23,Thursday,1
69,43.6405581342,-79.3941963993,4,25,Friday,1
69,43.6405581342,-79.3941963993,5,1,Thursday,3
69,43.6405581342,-79.3941963993,5,3,Sunday,1
69,43.6405581342,-79.3941963993,5,4,Sunday,2
69,43.6405581342,-79.3941963993,5,6,Tuesday,1
69,43.6405581342,-79.3941963993,5,9,Monday,1
69,43.6405581342,-79.3941963993,5,10,Tuesday,1
69,43.6405581342,-79.3941963993,5,15,Tuesday,1
69,43.6405581342,-79.3941963993,5,16,Wednesday,1
69,43.6405581342,-79.3941963993,6,1,Thursday,1
69,43.6405581342,-79.3941963993,6,4,Saturday,1
69,43.6405581342,-79.3941963993,6,6,Wednesday,2
69,43.6405581342,-79.3941963993,6,9,Tuesday,2
69,43.6405581342,-79.3941963993,6,10,Saturday,1
69,43.6405581342,-79.3941963993,6,16,Tuesday,1
69,43.6405581342,-79.3941963993,6,17,Saturday,1
69,43.6405581342,-79.3941963993,6,20,Friday,1
69,43.6405581342,-79.3941963993,6,30,Monday,1
69,43.6405581342,-79.3941963993,7,1,Friday,1
69,43.6405581342,-79.3941963993,7,1,Wednesday,1
69,43.6405581342,-79.3941963993,7,5,Friday,1
69,43.6405581342,-79.3941963993,7,9,Tuesday,1
69,43.6405581342,-79.3941963993,7,9,Wednesday,1
69,43.6405581342,-79.3941963993,7,10,Thursday,1
69,43.6405581342,-79.3941963993,7,14,Tuesday,1
69,43.6405581342,-79.3941963993,7,15,Friday,1
69,43.6405581342,-79.3941963993,7,16,Thursday,1
69,43.6405581342,-79.3941963993,7,16,Wednesday,1
69,43.6405581342,-79.3941963993,7,17,Tuesday,1
69,43.6405581342,-79.3941963993,7,21,Friday,1
69,43.6405581342,-79.3941963993,7,22,Tuesday,1
69,43.6405581342,-79.3941963993,7,23,Wednesday,1
69,43.6405581342,-79.3941963993,7,27,Sunday,1
69,43.6405581342,-79.3941963993,7,27,Thursday,1
69,43.6405581342,-79.3941963993,7,28,Saturday,1
69,43.6405581342,-79.3941963993,7,29,Friday,2
69,43.6405581342,-79.3941963993,8,9,Tuesday,1
69,43.6405581342,-79.3941963993,8,13,Tuesday,1
69,43.6405581342,-79.3941963993,8,16,Wednesday,1
69,43.6405581342,-79.3941963993,8,22,Monday,1
69,43.6405581342,-79.3941963993,9,8,Tuesday,1
69,43.6405581342,-79.3941963993,9,9,Wednesday,1
69,43.6405581342,-79.3941963993,9,11,Friday,1
69,43.6405581342,-79.3941963993,9,14,Friday,1
69,43.6405581342,-79.3941963993,9,15,Thursday,1
69,43.6405581342,-79.3941963993,9,24,Thursday,1
69,43.6405581342,-79.3941963993,9,26,Monday,1
69,43.6405581342,-79.3941963993,10,2,Friday,1
69,43.6405581342,-79.3941963993,10,6,Friday,1
69,43.6405581342,-79.3941963993,10,15,Wednesday,1
69,43.6405581342,-79.3941963993,10,22,Monday,1
69,43.6405581342,-79.3941963993,10,22,Sunday,1
69,43.6405581342,-79.3941963993,10,25,Saturday,1
69,43.6405581342,-79.3941963993,10,25,Wednesday,3
69,43.6405581342,-79.3941963993,11,1,Wednesday,1
69,43.6405581342,-79.3941963993,11,9,Monday,3
69,43.6405581342,-79.3941963993,11,15,Thursday,1
69,43.6405581342,-79.3941963993,11,30,Thursday,1
69,43.6405581342,-79.3941963993,12,22,Friday,1
70,43.6581487248,-79.4005149554,4,3,Friday,1
70,43.6581487248,-79.4005149554,4,21,Sunday,1
70,43.6581487248,-79.4005149554,5,5,Monday,1
70,43.6581487248,-79.4005149554,5,17,Wednesday,1
70,43.6581487248,-79.4005149554,5,19,Friday,1
70,43.6581487248,-79.4005149554,5,30,Wednesday,1
70,43.6581487248,-79.4005149554,6,5,Sunday,1
70,43.6581487248,-79.4005149554,6,5,Tuesday,1
70,43.6581487248,-79.4005149554,6,15,Friday,1
70,43.6581487248,-79.4005149554,6,16,Thursday,1
70,43.6581487248,-79.4005149554,6,16,Tuesday,1
70,43.6581487248,-79.4005149554,7,9,Thursday,2
70,43.6581487248,-79.4005149554,8,17,Saturday,1
70,43.6581487248,-79.4005149554,8,29,Thursday,1
70,43.6581487248,-79.4005149554,8,31,Friday,1
70,43.6581487248,-79.4005149554,9,17,Sunday,1
70,43.6581487248,-79.4005149554,9,20,Thursday,1
70,43.6581487248,-79.4005149554,10,1,Monday,1
70,43.6581487248,-79.4005149554,10,17,Saturday,1
71,43.7812077533,-79.3030962421,8,20,Sunday,1
72,43.6451488397,-79.3956715229,1,6,Sunday,1
72,43.6451488397,-79.3956715229,2,17,Saturday,1
72,43.6451488397,-79.3956715229,4,10,Monday,1
72,43.6451488397,-79.3956715229,4,10,Thursday,1
72,43.6451488397,-79.3956715229,4,18,Saturday,1
72,43.6451488397,-79.3956715229,5,12,Friday,1
72,43.6451488397,-79.3956715229,5,28,Thursday,1
72,43.6451488397,-79.3956715229,6,7,Wednesday,1
72,43.6451488397,-79.3956715229,6,8,Thursday,1
72,43.6451488397,-79.3956715229,6,16,Monday,1
72,43.6451488397,-79.3956715229,6,19,Wednesday,1
72,43.6451488397,-79.3956715229,6,27,Monday,1
72,43.6451488397,-79.3956715229,7,4,Wednesday,1
72,43.6451488397,-79.3956715229,7,9,Thursday,1
72,43.6451488397,-79.3956715229,7,17,Monday,1
72,43.6451488397,-79.3956715229,7,28,Saturday,1
72,43.6451488397,-79.3956715229,7,29,Monday,1
72,43.6451488397,-79.3956715229,7,29,Saturday,1
72,43.6451488397,-79.3956715229,7,29,Wednesday,1
72,43.6451488397,-79.3956715229,8,6,Thursday,1
72,43.6451488397,-79.3956715229,8,8,Thursday,1
72,43.6451488397,-79.3956715229,8,11,Thursday,1
72,43.6451488397,-79.3956715229,8,14,Friday,1
72,43.6451488397,-79.3956715229,8,17,Wednesday,1
72,43.6451488397,-79.3956715229,8,18,Thursday,1
72,43.6451488397,-79.3956715229,8,25,Friday,2
72,43.6451488397,-79.3956715229,8,26,Wednesday,1
72,43.6451488397,-79.3956715229,9,1,Tuesday,1
72,43.6451488397,-79.3956715229,9,9,Friday,1
72,43.6451488397,-79.3956715229,9,13,Tuesday,1
72,43.6451488397,-79.3956715229,9,14,Thursday,1
72,43.6451488397,-79.3956715229,9,20,Tuesday,2
72,43.6451488397,-79.3956715229,10,6,Thursday,1
72,43.6451488397,-79.3956715229,10,19,Thursday,1
72,43.6451488397,-79.3956715229,10,19,Wednesday,1
72,43.6451488397,-79.3956715229,10,26,Thursday,1
72,43.6451488397,-79.3956715229,11,1,Wednesday,2
72,43.6451488397,-79.3956715229,11,6,Friday,1
72,43.6451488397,-79.3956715229,11,18,Wednesday,2
72,43.6451488397,-79.3956715229,11,27,Tuesday,2
73,43.665628341,-79.4097622063,2,14,Friday,1
73,43.665628341,-79.4097622063,4,21,Friday,1
73,43.665628341,-79.4097622063,5,15,Thursday,1
73,43.665628341,-79.4097622063,5,30,Monday,1
73,43.665628341,-79.4097622063,7,26,Tuesday,1
73,43.665628341,-79.4097622063,8,10,Friday,1
73,43.665628341,-79.4097622063,12,13,Sunday,1
74,43.6654609016,-79.4083859965,1,2,Monday,1
74,43.6654609016,-79.4083859965,2,22,Saturday,2
74,43.6654609016,-79.4083859965,5,13,Sunday,1
74,43.6654609016,-79.4083859965,5,26,Monday,1
74,43.6654609016,-79.4083859965,6,5,Friday,1
74,43.6654609016,-79.4083859965,6,19,Monday,1
74,43.6654609016,-79.4083859965,6,24,Monday,1
74,43.6654609016,-79.4083859965,6,24,Wednesday,1
74,43.6654609016,-79.4083859965,7,6,Monday,1
74,43.6654609016,-79.4083859965,7,15,Sunday,2
74,43.6654609016,-79.4083859965,7,18,Saturday,1
74,43.6654609016,-79.4083859965,7,19,Wednesday,1
74,43.6654609016,-79.4083859965,8,2,Thursday,2
74,43.6654609016,-79.4083859965,8,4,Saturday,1
74,43.6654609016,-79.4083859965,8,8,Tuesday,1
74,43.6654609016,-79.4083859965,10,5,Monday,1
74,43.6654609016,-79.4083859965,10,9,Tuesday,3
74,43.6654609016,-79.4083859965,10,14,Wednesday,2
74,43.6654609016,-79.4083859965,11,12,Saturday,1
75,43.6586988939,-79.3515005143,2,5,Monday,1
75,43.6586988939,-79.3515005143,2,8,Sunday,1
75,43.6586988939,-79.3515005143,2,20,Monday,1
75,43.6586988939,-79.3515005143,3,7,Saturday,2
75,43.6586988939,-79.3515005143,3,25,Friday,1
75,43.6586988939,-79.3515005143,3,29,Thursday,2
75,43.6586988939,-79.3515005143,4,25,Saturday,1
75,43.6586988939,-79.3515005143,5,4,Monday,1
75,43.6586988939,-79.3515005143,5,12,Saturday,1
75,43.6586988939,-79.3515005143,5,13,Friday,1
75,43.6586988939,-79.3515005143,5,16,Monday,1
75,43.6586988939,-79.3515005143,5,24,Thursday,2
75,43.6586988939,-79.3515005143,6,11,Thursday,1
75,43.6586988939,-79.3515005143,6,13,Monday,1
75,43.6586988939,-79.3515005143,6,24,Friday,1
